frame,time_s,found,method,score,sigma_mm,sticker_x_mm,sticker_y_mm,heading_deg,box1_x_mm,box1_y_mm,box2_x_mm,box2_y_mm,box3_x_mm,box3_y_mm,box4_x_mm,box4_y_mm,sticker_height_mm,pitch_deg,roll_deg,plane_fit,stick1_x_mm,stick1_y_mm,stick2_x_mm,stick2_y_mm,stick3_x_mm,stick3_y_mm,stick4_x_mm,stick4_y_mm,wheel_fl_x_mm,wheel_fl_y_mm,wheel_fr_x_mm,wheel_fr_y_mm,wheel_rl_x_mm,wheel_rl_y_mm,wheel_rr_x_mm,wheel_rr_y_mm,stop_line_mm,stop_line_hit
37,1.8500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1.9000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1.9500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2.0500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2.1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2.1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2.2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2.2500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2.3000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2.3500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2.4000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2.4500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2.5000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2.5500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2.6000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2.6500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2.7000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2.7500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2.8000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2.8500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2.9000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2.9500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,3.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3.0500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3.1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3.1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,3.2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3.2500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3.3000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3.3500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3.4000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.4500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.5000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.5500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.6000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.6500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.7000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.7500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.8000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.8500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.9000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.9500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,4.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.2500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.3000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.3500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.4000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.4500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.5000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.5500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.6000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.6500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.7000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.7500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.8000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.8500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.9000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.9500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,5.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.2500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.3000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.3500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.4000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.4500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.5000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.5500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.6000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.6500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.7000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.7500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.8000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.8500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.9000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.9500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,6.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.2500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.3000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.3500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.4000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.4500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.5000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.5500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.6000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.6500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.7000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.7500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.8000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.8500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.9000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.9500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,7.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.2500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.3000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.3500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.4000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.4500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.5000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.5500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.6000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.6500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.7000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.7500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.8000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.8500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.9000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.9500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,8.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8.1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,8.1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,8.2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,8.2500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,8.3000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,8.3500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,8.4000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,8.4500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,8.5000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,8.5500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,8.6000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,8.6500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,8.7000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,8.7500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,8.8000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,8.8500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,8.9000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,8.9500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,9.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,9.0500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,9.1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,9.1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,9.2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,9.2500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,9.3000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,9.3500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,9.4000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,9.4500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,9.5000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,9.5500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,9.6000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,9.6500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,9.7000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,9.7500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,9.8000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,9.8500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,9.9000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,9.9500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,10.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,10.0500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,10.1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,10.1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,10.2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,10.2500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,10.3000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,10.3500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,10.4000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,10.4500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,10.5000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,10.5500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,10.6000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,10.6500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,10.7000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,10.7500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,10.8000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,10.8500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,10.9000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,10.9500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,11.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,11.0500,1,hybrid:ecc,0.4986,0.416,2528.4,1005.9,-178.057,-59.5,-134.4,-118.1,1594.6,4509.2,1751.6,4567.9,22.6,1450.0,,,planar,2042.8,560.1,3000.3,545.5,3014.1,1451.7,2056.6,1466.3,840.0,-103.9,781.3,1625.1,3718.3,-6.3,3659.7,1722.7,1992.2,0
222,11.1000,1,hybrid:ecc,0.8858,0.278,2502.5,1007.2,-177.411,-72.4,-162.2,-150.5,1566.0,4474.8,1775.2,4552.9,46.9,1450.0,,,planar,2021.9,555.9,2979.5,552.1,2983.1,1458.4,2025.5,1462.2,826.7,-121.6,748.6,1606.7,3703.8,8.5,3625.6,1736.8,1977.1,0
223,11.1500,1,hybrid:ecc,0.8789,0.277,2478.2,1007.2,-177.495,-98.4,-158.5,-174.0,1569.9,4451.6,1772.3,4527.2,43.9,1450.0,,,planar,1996.9,556.7,2954.5,551.5,2959.4,1457.7,2001.9,1463.0,800.8,-119.1,725.2,1609.2,3678.0,6.8,3602.4,1735.1,1952.3,0
224,11.2000,1,hybrid:ecc,0.8750,0.264,2453.6,1007.0,-177.489,-122.8,-158.9,-198.6,1569.4,4426.9,1772.3,4502.7,43.9,1450.0,,,planar,1972.4,556.4,2930.0,551.3,2934.8,1457.6,1977.2,1462.7,776.3,-119.5,700.5,1608.8,3653.5,6.7,3577.7,1735.0,1927.8,0
225,11.2500,1,hybrid:ecc,0.8773,0.258,2429.0,1007.0,-177.459,-146.8,-160.3,-223.5,1568.0,4401.9,1773.3,4478.6,45.0,1450.0,,,planar,1948.1,556.1,2905.6,551.5,2910.0,1457.8,1952.4,1462.4,752.3,-120.4,675.6,1607.9,3629.5,7.3,3552.7,1735.6,1903.8,0
226,11.3000,1,hybrid:ecc,0.8873,0.259,2404.3,1006.3,-177.405,-170.4,-163.4,-248.8,1564.8,4376.5,1774.5,4454.8,46.2,1450.0,,,planar,1923.7,555.0,2881.3,551.3,2884.8,1457.6,1927.3,1461.3,728.6,-122.7,650.3,1605.6,3605.7,7.7,3527.4,1736.0,1878.8,0
227,11.3500,1,hybrid:ecc,0.8964,0.244,2379.6,1005.9,-177.399,-195.0,-164.1,-273.5,1564.1,4351.7,1774.3,4430.2,46.0,1450.0,,,planar,1899.1,554.5,2856.7,550.9,2860.1,1457.2,1902.5,1460.8,704.1,-123.2,625.5,1605.0,3581.1,7.5,3502.6,1735.7,1854.1,0
228,11.4000,1,hybrid:ecc,0.8988,0.254,2355.4,1005.3,-177.465,-220.6,-161.7,-297.1,1566.6,4328.4,1771.4,4404.9,43.1,1450.0,,,planar,1874.4,554.5,2832.0,549.8,2836.4,1456.1,1878.8,1460.8,678.6,-121.9,602.0,1606.4,3555.7,5.5,3479.2,1733.8,1830.1,0
229,11.4500,1,hybrid:ecc,0.8999,0.241,2331.1,1005.2,-177.327,-242.0,-168.0,-322.7,1560.1,4302.2,1776.0,4382.9,47.9,1450.0,,,planar,1851.2,553.3,2808.8,550.9,2811.1,1457.2,1853.5,1459.6,657.0,-126.0,576.3,1602.1,3533.8,8.3,3453.2,1736.4,1804.8,0
230,11.5000,1,hybrid:ecc,0.8937,0.241,2306.7,1005.1,-177.501,-270.0,-160.3,-345.4,1568.1,4280.2,1770.0,4355.6,41.6,1450.0,,,planar,1825.5,554.6,2783.0,549.3,2788.0,1455.6,1830.4,1460.8,629.2,-121.1,553.7,1607.3,3506.4,4.5,3431.0,1732.9,1780.8,0
231,11.5500,1,hybrid:ecc,0.8945,0.241,2281.3,1005.3,-177.459,-294.5,-162.0,-371.2,1566.3,4254.2,1771.6,4330.9,43.3,1450.0,,,planar,1800.3,554.4,2757.9,549.8,2762.2,1456.1,1804.7,1460.7,604.6,-122.1,527.9,1606.2,3481.8,5.6,3405.0,1733.9,1756.2,0
232,11.6000,1,hybrid:ecc,0.8983,0.233,2255.4,1004.5,-177.483,-320.9,-161.7,-396.9,1566.6,4228.6,1770.0,4304.6,41.7,1450.0,,,planar,1774.2,553.9,2731.8,548.9,2736.5,1455.1,1779.0,1460.2,578.2,-122.2,502.2,1606.1,3455.4,4.3,3379.4,1732.6,1729.8,0
233,11.6500,1,hybrid:ecc,0.8962,0.232,2229.8,1003.7,-177.441,-345.7,-164.4,-422.9,1563.9,4202.5,1770.6,4279.7,42.3,1450.0,,,planar,1749.0,552.7,2706.6,548.4,2710.7,1454.6,1753.1,1459.0,553.4,-124.2,476.2,1604.1,3430.6,4.4,3353.3,1732.7,1704.8,0
234,11.7000,1,hybrid:ecc,0.8984,0.229,2204.2,1003.0,-177.411,-370.7,-166.4,-448.8,1561.8,4176.5,1771.0,4254.6,42.7,1450.0,,,planar,1723.6,551.7,2681.2,547.9,2684.8,1454.2,1727.2,1458.0,528.4,-125.8,450.3,1602.5,3405.5,4.3,3327.3,1732.6,1678.9,0
235,11.7500,1,hybrid:ecc,0.8935,0.220,2179.0,1002.5,-177.447,-396.6,-165.3,-473.7,1563.0,4151.7,1769.2,4228.8,40.9,1450.0,,,planar,1698.1,551.6,2655.7,547.2,2659.9,1453.5,1702.3,1457.9,502.5,-125.2,425.5,1603.1,3379.7,3.1,3302.6,1731.4,1654.1,0
236,11.8000,1,hybrid:ecc,0.8871,0.209,2154.1,1002.1,-177.357,-419.7,-169.8,-499.4,1558.4,4125.6,1771.9,4205.4,43.7,1450.0,,,planar,1673.9,550.4,2631.5,547.5,2634.3,1453.8,1676.7,1456.7,479.4,-128.3,399.6,1599.9,3356.3,4.5,3276.5,1732.7,1628.1,0
237,11.8500,1,hybrid:ecc,0.8906,0.211,2129.0,1001.3,-177.345,-444.5,-171.1,-524.6,1557.0,4100.4,1771.5,4180.5,43.4,1450.0,,,planar,1648.9,549.5,2606.5,546.8,2609.0,1453.1,1651.4,1455.8,454.5,-129.4,374.4,1598.7,3331.4,4.0,3251.3,1732.1,1602.9,0
238,11.9000,1,hybrid:ecc,0.8998,0.218,2104.5,1000.3,-177.423,-470.6,-168.6,-548.4,1559.6,4076.9,1767.8,4154.7,39.6,1450.0,,,planar,1623.8,549.2,2581.4,545.2,2585.1,1451.5,1627.5,1455.5,428.5,-128.1,350.7,1600.1,3305.6,1.4,3227.8,1729.6,1579.3,0
239,11.9500,1,hybrid:ecc,0.9107,0.217,2080.1,999.5,-177.405,-494.6,-170.2,-573.0,1558.0,4052.3,1767.7,4130.6,39.4,1450.0,,,planar,1599.5,548.2,2557.1,544.5,2560.6,1450.8,1603.0,1454.5,404.4,-129.5,326.1,1598.8,3281.5,0.9,3203.2,1729.2,1554.7,0
